

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[310]	-0-	9	0	0	10	0	1	0
[310]	-1-	0	0	0	1	0	1	0
[765]	-0-	0	0	0	1	0	1	0
[183]	-0-	8	0	0	13	1	1	0
[880]	-0-	6	0	0	11	1	1	0
[980]	-0-	7	0	0	11	1	1	0
[980]	-1-	4	0	0	5	0	1	0
[980]	-2-	3	0	0	4	0	1	0
[980]	-3-	0	0	0	1	0	1	0
[980]	-4-	1	0	0	2	0	1	0
[980]	-5-	0	0	0	1	0	1	0
[980]	-6-	1	0	0	2	0	1	0
[980]	-7-	1	0	0	2	0	1	0
[761]	-0-	15	1	0	19	1	1	1
[761]	-1-	6	0	1	7	0	0	0
[574]	-0-	11	0	0	16	1	1	0
[1008]	-0-	1	0	0	2	0	1	0
[417]	-0-	11	0	0	16	1	1	0
[78]	-0-	22	0	0	27	1	1	1
[163]	-0-	10	0	0	15	1	1	1
[470]	-0-	7	0	1	10	1	0	1
[917]	-0-	1	0	0	2	0	1	1
[318]	-0-	95	0	0	114	5	1	0
[853]	-0-	49	0	0	56	2	1	0
[853]	-1-	13	0	0	14	0	1	0
[1031]	-0-	94	0	0	99	1	1	0
[1014]	-0-	2	0	0	3	0	1	0
[942]	-0-	50	1	1	54	1	0	2
[942]	-1-	13	0	0	14	0	1	0
[541]	-0-	1	0	0	2	0	1	1
[767]	-0-	8	0	0	13	1	1	0
[546]	-0-	1	0	0	2	0	1	1
[51]	-0-	24	0	0	29	1	1	0
[401]	-0-	4	0	0	5	0	1	0
[401]	-1-	4	0	0	5	0	1	0
[401]	-2-	1	0	0	2	0	1	0
[129]	-0-	8	0	1	11	1	0	0
[868]	-0-	1	0	0	2	0	1	1
[283]	-0-	4	0	0	9	1	1	0
[15]	-0-	2	0	0	3	0	1	0
[589]	-0-	10	0	0	11	0	1	0
[406]	-0-	2	0	0	3	0	1	1
[288]	-0-	2	0	0	7	1	1	0
[382]	-0-	5	0	0	10	1	1	1
[444]	-0-	19	0	0	24	1	1	1
[665]	-0-	7	0	0	12	1	1	0
[161]	-0-	23	0	0	28	1	1	0
[1050]	-0-	1	0	0	2	0	1	1
[981]	-0-	0	0	0	1	0	1	0
[981]	-1-	1	0	0	2	0	1	0
[431]	-0-	7	0	0	12	1	1	1
[575]	-0-	14	0	0	15	0	1	1
[575]	-1-	0	0	0	1	0	1	0
[575]	-2-	9	0	0	10	0	1	0
[116]	-0-	2	0	0	3	0	1	0
[116]	-1-	10	0	0	11	0	1	0
[562]	-0-	7	0	0	12	1	1	0
[940]	-0-	10	0	0	13	1	1	0
[940]	-1-	6	0	0	7	0	1	0
[473]	-0-	5	0	0	10	1	1	0
[208]	-0-	1	0	0	2	0	1	1
[719]	-0-	70	0	0	75	1	1	0
[463]	-0-	1	0	0	2	0	1	1
[745]	-0-	1	0	0	2	0	1	1
[460]	-0-	3	0	0	4	0	1	0
[733]	-0-	1	0	0	2	0	1	0
[733]	-1-	5	0	0	6	0	1	0
[733]	-2-	2	0	0	3	0	1	0
[733]	-3-	1	0	0	2	0	1	0
[483]	-0-	11	0	0	16	1	1	0
[416]	-0-	1	0	0	2	0	1	1
[349]	-0-	7	0	1	10	1	0	0
[126]	-0-	12	0	0	17	1	1	1
[9]	-0-	31	0	0	36	1	1	0
[502]	-0-	5	0	0	10	1	1	0
[236]	-0-	5	0	0	10	1	1	0
[1007]	-0-	11	0	0	16	1	1	0
[714]	-0-	3	0	0	8	1	1	0
[6]	-0-	3	0	0	8	1	1	0
[1096]	-0-	4	0	0	9	1	1	0
[377]	-0-	7	0	1	10	1	0	2
[202]	-0-	6	0	0	11	1	1	1
[879]	-0-	17	0	0	22	1	1	0
[25]	-0-	16	0	0	21	1	1	1
[408]	-0-	29	0	0	30	0	1	1
[408]	-1-	1	0	0	2	0	1	0
[408]	-2-	0	0	0	1	0	1	0
[356]	-0-	8	0	0	13	1	1	0
[399]	-0-	2	0	0	3	0	1	0
[873]	-0-	6	0	0	11	1	1	1
[666]	-0-	11	0	0	16	1	1	1
[1]	-0-	6	0	0	11	1	1	0
[389]	-0-	5	0	0	10	1	1	0
[336]	-0-	4	0	0	9	1	1	1
[137]	-0-	21	1	1	25	1	0	1
[137]	-1-	8	0	0	9	0	1	0
[857]	-0-	5	0	0	9	1	1	0
[244]	-0-	8	0	1	11	1	0	1
[167]	-0-	7	0	0	12	1	1	0
[544]	-0-	9	0	1	12	1	0	1
[266]	-0-	13	0	1	16	1	0	1
[185]	-0-	0	0	0	1	0	1	0
[946]	-0-	2	0	1	3	0	0	0
[426]	-0-	20	1	0	24	1	1	1
[426]	-1-	6	0	1	7	0	0	0
[794]	-0-	7	0	0	11	1	1	0
[471]	-0-	12	0	0	17	1	1	0
[778]	-0-	5	0	0	10	1	1	1
[845]	-0-	4	0	0	9	1	1	0
[123]	-0-	1	0	0	2	0	1	0
[376]	-0-	20	0	0	25	1	1	0
[286]	-0-	125	0	0	161	10	1	1
[438]	-0-	5	0	0	10	1	1	0
[67]	-0-	5	0	0	10	1	1	0
[1084]	-0-	17	0	0	22	1	1	0
[1084]	-1-	0	0	0	1	0	1	0
[1084]	-2-	2	0	0	3	0	1	0
[1084]	-3-	1	0	0	2	0	1	0
[1084]	-4-	6	0	0	7	0	1	0
[1084]	-5-	0	0	0	1	0	1	0
[1084]	-6-	1	0	0	2	0	1	0
[1084]	-7-	0	0	0	1	0	1	0
[173]	-0-	9	0	0	16	2	1	0
[521]	-0-	3	0	1	6	1	0	0
[1083]	-0-	2	0	0	7	1	1	0
[75]	-0-	28	1	0	32	1	1	1
[75]	-1-	0	0	1	1	0	0	0
[829]	-0-	1	0	0	2	0	1	0
[39]	-0-	0	0	0	1	0	1	0
[642]	-0-	13	1	1	17	1	0	1
[642]	-1-	7	0	0	8	0	1	0
[669]	-0-	2	0	0	6	1	1	0
[371]	-0-	8	0	0	13	1	1	0
[843]	-0-	2	0	0	3	0	1	0
[279]	-0-	0	0	0	1	0	1	0
[279]	-1-	1	0	0	2	0	1	0
[279]	-2-	2	0	0	3	0	1	0
[596]	-0-	20	0	0	25	1	1	0
[174]	-0-	7	0	0	12	1	1	0
[462]	-0-	1	0	0	2	0	1	1
[860]	-0-	5	0	0	10	1	1	0
[134]	-0-	10	0	1	13	1	0	0
[695]	-0-	8	0	0	12	1	1	0
[695]	-1-	0	0	0	1	0	1	0
[695]	-2-	7	0	0	8	0	1	0
[695]	-3-	0	0	0	1	0	1	0
[695]	-4-	6	0	0	7	0	1	0
[695]	-5-	7	0	0	8	0	1	0
[695]	-6-	1	0	0	2	0	1	0
[695]	-7-	0	0	0	1	0	1	0
[305]	-0-	13	0	0	21	2	1	2
[305]	-1-	3	0	0	4	0	1	0
[139]	-0-	14	0	0	17	1	1	0
[317]	-0-	4	0	0	8	1	1	0
[317]	-1-	2	0	0	3	0	1	0
[317]	-2-	11	0	0	12	0	1	0
[317]	-3-	1	0	0	2	0	1	0
[317]	-4-	1	0	0	2	0	1	0
[317]	-5-	1	0	0	2	0	1	0
[317]	-6-	6	0	0	7	0	1	0
[317]	-7-	1	0	0	2	0	1	0
[717]	-0-	7	0	0	12	1	1	1
[218]	-0-	10	0	0	15	1	1	1
[1076]	-0-	14	0	0	18	1	1	0
[982]	-0-	10	0	0	17	2	1	0
[59]	-0-	15	0	0	20	1	1	1
[257]	-0-	1	0	0	2	0	1	0
[861]	-0-	1	0	0	2	0	1	1
[969]	-0-	19	1	1	23	1	0	1
[969]	-1-	5	0	0	6	0	1	0
[650]	-0-	8	0	1	11	1	0	2
[1075]	-0-	0	0	0	1	0	1	0
[1029]	-0-	6	0	0	11	1	1	0
[77]	-0-	8	0	0	13	1	1	0
[1092]	-0-	6	0	0	11	1	1	1
[505]	-0-	3	0	0	8	1	1	1
[623]	-0-	6	0	0	11	1	1	0
[749]	-0-	12	0	0	17	1	1	0
[1097]	-0-	19	0	0	20	0	1	0
[1097]	-1-	14	0	0	15	0	1	0
[1097]	-2-	0	0	0	1	0	1	0
[73]	-0-	1	0	0	2	0	1	1
[400]	-0-	2	0	0	7	1	1	0
[216]	-0-	1	0	0	2	0	1	0
[928]	-0-	1	0	0	2	0	1	0
[472]	-0-	4	0	0	5	0	1	0
[472]	-1-	2	0	0	3	0	1	0
[472]	-2-	8	0	0	9	0	1	0
[762]	-0-	1	0	0	2	0	1	1
[17]	-0-	0	0	0	1	0	1	0
[369]	-0-	7	0	1	10	1	0	1
[854]	-0-	167	0	0	178	3	1	0
[365]	-0-	27	1	0	31	1	1	1
[365]	-1-	4	0	1	5	0	0	0
[104]	-0-	9	0	0	14	1	1	1
[1094]	-0-	10	0	0	15	1	1	1
[355]	-0-	38	0	0	43	1	1	0
[429]	-0-	4	0	0	5	0	1	0
[80]	-0-	26	0	0	37	3	1	0
[489]	-0-	0	0	0	1	0	1	0
[238]	-0-	10	0	1	13	1	0	2
[823]	-0-	16	1	1	20	1	0	0
[823]	-1-	17	0	0	18	0	1	0
[301]	-0-	1	0	0	2	0	1	1
[810]	-0-	1	0	0	2	0	1	1
[742]	-0-	0	0	0	1	0	1	0
[497]	-0-	4	0	0	9	1	1	0
[172]	-0-	6	0	0	11	1	1	1
[635]	-0-	9	0	0	14	1	1	1
[273]	-0-	9	0	0	14	1	1	0
[922]	-0-	8	0	0	13	1	1	0
[465]	-0-	7	0	0	8	0	1	1
[465]	-1-	4	0	0	5	0	1	0
[465]	-2-	2	0	0	3	0	1	0
[615]	-0-	9	0	0	14	1	1	1
[493]	-0-	4	0	1	7	1	0	0
[990]	-0-	4	0	0	9	1	1	0
[535]	-0-	7	0	0	12	1	1	1
[863]	-0-	0	0	0	1	0	1	0
[839]	-0-	0	0	0	1	0	1	0
[839]	-1-	7	0	0	8	0	1	0
[121]	-0-	1	0	0	2	0	1	1
[585]	-0-	8	0	0	9	0	1	0
[585]	-1-	4	0	0	5	0	1	0
[585]	-2-	27	0	0	28	0	1	0
[888]	-0-	0	0	0	1	0	1	0
[624]	-0-	1	0	0	2	0	1	1
[396]	-0-	78	1	1	82	1	0	1
[396]	-1-	10	0	0	11	0	1	0
[956]	-0-	1	0	0	2	0	1	1
[149]	-0-	0	0	0	1	0	1	0
[923]	-0-	9	0	0	13	1	1	0
[789]	-0-	3	0	0	6	1	1	0
[789]	-1-	1	0	0	2	0	1	0
[912]	-0-	5	0	0	10	1	1	1
[663]	-0-	2	0	0	3	0	1	0
[663]	-1-	0	0	0	1	0	1	0
[771]	-0-	4	0	0	5	0	1	0
[211]	-0-	4	0	0	9	1	1	1
[590]	-0-	17	0	0	22	1	1	0
[609]	-0-	1	0	0	2	0	1	0
[989]	-0-	0	0	0	1	0	1	0
[386]	-0-	1	0	0	2	0	1	1
[996]	-0-	29	0	0	34	1	1	0
[561]	-0-	19	1	1	23	1	0	0
[561]	-1-	14	0	0	15	0	1	0
[28]	-0-	3	0	0	8	1	1	1
[100]	-0-	7	0	0	8	0	1	0
[802]	-0-	0	0	0	1	0	1	0
[802]	-1-	2	0	0	3	0	1	0
[667]	-0-	4	0	0	9	1	1	0
[647]	-0-	15	0	0	23	2	1	0
[647]	-1-	7	0	0	8	0	1	0
[647]	-2-	13	0	0	14	0	1	0
[811]	-0-	4	0	0	9	1	1	0
[203]	-0-	8	0	0	9	0	1	0
[186]	-0-	4	0	0	9	1	1	0
[896]	-0-	7	0	1	10	1	0	0
[373]	-0-	1	0	0	2	0	1	1
[143]	-0-	8	0	0	11	1	1	0
[779]	-0-	35	0	1	38	1	0	1
[606]	-0-	4	0	0	9	1	1	0
[237]	-0-	1	0	0	2	0	1	1
[133]	-0-	1	0	0	2	0	1	0
[530]	-0-	6	0	0	13	2	1	1
[1053]	-0-	4	0	0	5	0	1	0
[648]	-0-	0	0	0	1	0	1	0
[324]	-0-	12	0	1	15	1	0	2
[510]	-0-	0	0	0	1	0	1	0
[278]	-0-	0	0	0	1	0	1	0
[82]	-0-	11	1	1	15	1	0	1
[82]	-1-	6	0	0	7	0	1	0
[206]	-0-	0	0	0	1	0	1	0
[210]	-0-	10	0	0	15	1	1	0
[841]	-0-	3	0	0	4	0	1	0
[841]	-1-	9	0	0	10	0	1	0
[841]	-2-	0	0	0	1	0	1	0
[841]	-3-	0	0	0	1	0	1	0
[40]	-0-	25	0	0	29	1	1	0
[40]	-1-	23	0	0	24	0	1	0
[40]	-2-	4	0	0	5	0	1	0
[148]	-0-	13	0	0	14	0	1	0
[148]	-1-	17	0	0	18	0	1	0
[148]	-2-	2	0	0	3	0	1	0
[150]	-0-	1	0	0	2	0	1	0
[755]	-0-	5	0	0	6	0	1	0
[11]	-0-	12	0	0	17	1	1	0
[600]	-0-	7	0	1	10	1	0	2
[27]	-0-	8	0	0	13	1	1	0
[621]	-0-	8	0	0	13	1	1	0
[727]	-0-	4	0	0	9	1	1	0
[552]	-0-	22	0	1	25	1	0	0
[388]	-0-	10	0	0	11	0	1	0
[1044]	-0-	7	0	0	8	0	1	0
[1044]	-1-	2	0	0	3	0	1	0
[275]	-0-	5	0	0	10	1	1	1
[415]	-0-	3	0	0	7	1	1	0
[704]	-0-	24	1	0	28	1	1	1
[704]	-1-	7	0	1	8	0	0	0
[128]	-0-	8	0	0	12	1	1	0
[128]	-1-	6	0	0	7	0	1	0
[128]	-2-	15	0	0	16	0	1	0
[128]	-3-	5	0	0	6	0	1	0
[128]	-4-	0	0	0	1	0	1	0
[128]	-5-	2	0	0	3	0	1	0
[128]	-6-	5	0	0	6	0	1	0
[128]	-7-	7	0	0	8	0	1	0
[113]	-0-	41	0	0	55	4	1	0
[948]	-0-	10	0	1	13	1	0	1
[372]	-0-	41	0	0	50	3	1	0
[20]	-0-	25	0	0	30	1	1	0
[325]	-0-	5	0	0	10	1	1	1
[1038]	-0-	9	0	0	14	1	1	0
[64]	-0-	10	0	0	15	1	1	0
[270]	-0-	19	0	0	24	1	1	0
[710]	-0-	2	0	0	3	0	1	1
[191]	-0-	6	0	0	11	1	1	0
[803]	-0-	2	0	0	3	0	1	0
[582]	-0-	9	0	0	14	1	1	0
[1086]	-0-	2	0	0	3	0	1	1
[225]	-0-	5	0	0	10	1	1	0
[690]	-0-	12	0	0	17	1	1	0
[741]	-0-	6	0	0	10	1	1	0
[750]	-0-	29	0	0	34	1	1	0
[300]	-0-	7	0	1	10	1	0	0
[949]	-0-	1	0	0	2	0	1	0
[646]	-0-	2	0	0	3	0	1	0
[627]	-0-	8	0	0	13	1	1	0
[89]	-0-	6	0	0	7	0	1	0
[804]	-0-	11	0	0	16	1	1	0
[522]	-0-	3	0	0	8	1	1	0
[881]	-0-	7	0	0	15	2	1	0
[179]	-0-	13	0	0	17	1	1	0
[179]	-1-	5	0	0	6	0	1	0
[179]	-2-	0	0	0	1	0	1	0
[179]	-3-	23	0	0	24	0	1	0
[179]	-4-	3	0	0	4	0	1	0
[179]	-5-	2	0	0	3	0	1	0
[179]	-6-	4	0	0	5	0	1	0
[179]	-7-	33	0	0	34	0	1	0
[612]	-0-	24	0	0	29	1	1	0
[291]	-0-	9	0	1	12	1	0	0
[578]	-0-	12	0	0	17	1	1	0
[88]	-0-	1	0	0	2	0	1	0
[1032]	-0-	1	0	0	2	0	1	0
[886]	-0-	15	0	0	20	1	1	0
[812]	-0-	20	0	0	25	1	1	0
[796]	-0-	7	0	0	12	1	1	0
[500]	-0-	19	1	0	23	1	1	0
[500]	-1-	7	0	1	8	0	0	0
[849]	-0-	1	0	0	2	0	1	0
[529]	-0-	27	0	0	32	1	1	0
[1046]	-0-	0	0	0	1	0	1	0
[281]	-0-	0	0	0	1	0	1	0
[281]	-1-	0	0	0	1	0	1	0
[162]	-0-	5	0	0	6	0	1	0
[754]	-0-	14	0	0	15	0	1	0
[850]	-0-	4	0	0	9	1	1	1
[911]	-0-	1	0	0	2	0	1	0
[651]	-0-	5	0	0	10	1	1	0
[41]	-0-	22	0	0	27	1	1	0
[245]	-0-	35	0	0	42	2	1	0
[793]	-0-	16	0	0	23	2	1	0
[793]	-1-	6	0	0	7	0	1	0
[793]	-2-	0	0	0	1	0	1	0
[793]	-3-	2	0	0	3	0	1	0
[793]	-4-	0	0	0	1	0	1	0
[793]	-5-	0	0	0	1	0	1	0
[793]	-6-	3	0	0	4	0	1	0
[793]	-7-	2	0	0	3	0	1	0
[959]	-0-	8	0	0	13	1	1	0
[95]	-0-	5	0	0	10	1	1	0
[832]	-0-	3	0	0	8	1	1	0
[395]	-0-	25	0	0	30	1	1	0
[45]	-0-	11	0	1	14	1	0	0
[607]	-0-	24	0	0	29	1	1	0
[555]	-0-	34	1	1	38	1	0	0
[555]	-1-	13	0	0	14	0	1	0
[559]	-0-	7	0	0	8	0	1	0
[559]	-1-	0	0	0	1	0	1	0
[559]	-2-	3	0	0	4	0	1	0
[468]	-0-	9	0	1	12	1	0	0
[986]	-0-	1	0	0	2	0	1	0
[452]	-0-	1	0	0	2	0	1	0
[965]	-0-	4	0	0	9	1	1	1
[636]	-0-	5	0	0	10	1	1	1
[267]	-0-	4	0	1	7	1	0	0
[1003]	-0-	8	0	0	13	1	1	0
[293]	-0-	24	0	0	29	1	1	0
[817]	-0-	35	0	0	40	1	1	0
[883]	-0-	9	0	0	13	1	1	0
[660]	-0-	15	0	0	20	1	1	0
[907]	-0-	2	0	0	3	0	1	1
[795]	-0-	0	0	0	1	0	1	0
[436]	-0-	1	0	0	2	0	1	0
[241]	-0-	25	1	0	29	1	1	0
[241]	-1-	4	0	1	5	0	0	0
[866]	-0-	10	0	0	17	2	1	0
[972]	-0-	1	0	0	2	0	1	0
[708]	-0-	6	0	0	11	1	1	0
[254]	-0-	52	0	1	55	1	0	0
[494]	-0-	14	1	0	18	1	1	1
[494]	-1-	30	0	1	31	0	0	0
[176]	-0-	19	1	0	23	1	1	0
[176]	-1-	3	0	1	4	0	0	0
[548]	-0-	3	0	0	8	1	1	1
[691]	-0-	12	0	0	17	1	1	0
[997]	-0-	15	0	0	20	1	1	0
[1006]	-0-	12	0	0	17	1	1	0
[824]	-0-	15	0	0	20	1	1	0
[155]	-0-	12	0	1	15	1	0	0
[52]	-0-	2	0	0	7	1	1	0
[828]	-0-	3	0	0	8	1	1	0
[816]	-0-	6	0	0	11	1	1	1
[970]	-0-	7	0	0	12	1	1	0
[693]	-0-	13	0	0	18	1	1	0
[517]	-0-	9	0	0	14	1	1	0
[1015]	-0-	13	0	1	16	1	0	0
[71]	-0-	6	0	1	9	1	0	1
[968]	-0-	2	0	0	3	0	1	1
[968]	-1-	1	0	0	2	0	1	0
[432]	-0-	18	0	0	19	0	1	0
[432]	-1-	8	0	0	9	0	1	0
[432]	-2-	0	0	0	1	0	1	0
[894]	-0-	11	0	1	14	1	0	1
[439]	-0-	22	1	1	26	1	0	0
[439]	-1-	12	0	0	13	0	1	0
[657]	-0-	32	0	0	41	2	1	0
[221]	-0-	11	0	0	16	1	1	0
[488]	-0-	11	0	0	18	2	1	0
[588]	-0-	7	0	0	12	1	1	1
[119]	-0-	11	0	0	16	1	1	1
[1052]	-0-	12	1	1	16	1	0	0
[1052]	-1-	9	0	0	10	0	1	0
[229]	-0-	8	0	1	11	1	0	0
[199]	-0-	1	0	0	2	0	1	0
[751]	-0-	10	0	0	11	0	1	0
[751]	-1-	0	0	0	1	0	1	0
[1095]	-0-	7	0	1	10	1	0	1
[1035]	-0-	6	0	0	11	1	1	0
[246]	-0-	13	0	0	17	1	1	0
[91]	-0-	5	0	0	10	1	1	0
[902]	-0-	14	1	0	18	1	1	0
[902]	-1-	4	0	1	5	0	0	0
[593]	-0-	9	1	0	13	1	1	0
[593]	-1-	3	0	1	4	0	0	0
[154]	-0-	5	0	0	10	1	1	0
[1074]	-0-	1	0	0	2	0	1	1
[357]	-0-	4	0	0	5	0	1	0
[357]	-1-	3	0	0	4	0	1	0
[357]	-2-	0	0	0	1	0	1	0
[1078]	-0-	21	0	1	24	1	0	0
[340]	-0-	0	0	0	1	0	1	0
[340]	-1-	4	0	0	5	0	1	0
[228]	-0-	18	0	0	23	1	1	0
[228]	-1-	4	0	0	5	0	1	0
[228]	-2-	3	0	0	4	0	1	0
[783]	-0-	5	0	0	10	1	1	0
[718]	-0-	12	1	0	16	1	1	1
[718]	-1-	0	0	1	1	0	0	0
[413]	-0-	0	0	0	1	0	1	0
[1081]	-0-	3	0	0	8	1	1	0
[390]	-0-	7	0	0	12	1	1	0
[184]	-0-	15	0	0	20	1	1	0
[184]	-1-	1	0	0	2	0	1	0
[836]	-0-	7	0	0	12	1	1	0
[542]	-0-	3	0	1	6	1	0	0
[807]	-0-	0	0	0	1	0	1	0
[306]	-0-	13	0	0	20	2	1	0
[153]	-0-	1	0	0	2	0	1	0
[381]	-0-	8	0	0	13	1	1	0
[262]	-0-	6	0	0	11	1	1	0
[731]	-0-	4	0	1	7	1	0	0
[743]	-0-	7	0	1	10	1	0	0
[170]	-0-	1	0	0	2	0	1	0
[867]	-0-	13	0	0	20	2	1	0
[212]	-0-	11	0	0	16	1	1	0
[698]	-0-	2	0	0	3	0	1	0
[698]	-1-	2	0	0	3	0	1	0
[564]	-0-	19	0	0	24	1	1	0
[159]	-0-	12	1	0	16	1	1	0
[159]	-1-	2	0	1	3	0	0	0
[572]	-0-	3	0	0	6	1	1	0
[572]	-1-	1	0	0	2	0	1	0
[572]	-2-	0	0	0	1	0	1	0
[261]	-0-	11	0	0	12	0	1	0
[261]	-1-	1	0	0	2	0	1	0
[261]	-2-	0	0	0	1	0	1	0
[21]	-0-	1	0	0	2	0	1	0
[847]	-0-	6	0	0	7	0	1	0
[847]	-1-	0	0	0	1	0	1	0
[847]	-2-	0	0	0	1	0	1	0
[847]	-3-	0	0	0	1	0	1	0
[227]	-0-	20	0	0	29	2	1	0
[227]	-1-	1	0	0	2	0	1	0
[227]	-2-	2	0	0	3	0	1	0
[916]	-0-	0	0	0	1	0	1	0
[916]	-1-	0	0	0	1	0	1	0
[232]	-0-	3	0	0	7	1	1	0
[966]	-0-	0	0	0	1	0	1	0
[800]	-0-	2	0	0	3	0	1	0
[22]	-0-	18	0	0	23	1	1	0
[464]	-0-	0	0	0	1	0	1	0
[442]	-0-	6	0	0	11	1	1	0
[723]	-0-	5	0	0	10	1	1	0
[346]	-0-	2	0	0	3	0	1	0
[557]	-0-	7	0	0	12	1	1	0
[351]	-0-	16	0	0	17	0	1	0
[351]	-1-	2	0	0	3	0	1	0
[351]	-2-	0	0	0	1	0	1	0
[1067]	-0-	4	0	0	9	1	1	0
[1039]	-0-	3	0	0	8	1	1	0
[672]	-0-	48	0	0	56	2	1	0
[672]	-1-	0	0	0	1	0	1	0
[672]	-2-	5	0	0	6	0	1	0
[255]	-0-	0	0	0	1	0	1	0
[379]	-0-	2	0	0	7	1	1	0
[243]	-0-	5	0	1	8	1	0	0
[908]	-0-	0	0	0	1	0	1	0
[328]	-0-	1	0	0	2	0	1	0
[495]	-0-	97	1	1	101	1	0	0
[495]	-1-	5	0	0	6	0	1	0
[659]	-0-	30	0	0	38	2	1	0
[769]	-0-	0	0	0	1	0	1	0
[769]	-1-	0	0	0	1	0	1	0
[769]	-2-	7	0	0	8	0	1	0
[769]	-3-	2	0	0	3	0	1	0
[769]	-4-	0	0	0	1	0	1	0
[769]	-5-	0	0	0	1	0	1	0
[769]	-6-	0	0	0	1	0	1	0
[769]	-7-	1	0	0	2	0	1	0
[769]	-8-	0	0	0	1	0	1	0
[769]	-9-	0	0	0	1	0	1	0
[769]	-10-	0	0	0	1	0	1	0
[769]	-11-	4	0	0	5	0	1	0
[769]	-12-	1	0	0	2	0	1	0
[769]	-13-	4	0	0	5	0	1	0
[769]	-14-	0	0	0	1	0	1	0
[769]	-15-	1	0	0	2	0	1	0
[769]	-16-	2	0	0	3	0	1	0
[769]	-17-	1	0	0	2	0	1	0
[769]	-18-	0	0	0	1	0	1	0
[769]	-19-	5	0	0	6	0	1	0
[769]	-20-	1	0	0	2	0	1	0
[769]	-21-	1	0	0	2	0	1	0
[769]	-22-	1	0	0	2	0	1	0
[769]	-23-	0	0	0	1	0	1	0
[769]	-24-	2	0	0	3	0	1	0
[769]	-25-	0	0	0	1	0	1	0
[769]	-26-	2	0	0	3	0	1	0
[769]	-27-	0	0	0	1	0	1	0
[769]	-28-	0	0	0	1	0	1	0
[769]	-29-	1	0	0	2	0	1	0
[769]	-30-	1	0	0	2	0	1	0
[769]	-31-	0	0	0	1	0	1	0
[769]	-32-	1	0	0	2	0	1	0
[769]	-33-	1	0	0	2	0	1	0
[769]	-34-	2	0	0	3	0	1	0
[769]	-35-	0	0	0	1	0	1	0
[769]	-36-	2	0	0	3	0	1	0
[769]	-37-	2	0	0	3	0	1	0
[769]	-38-	1	0	0	2	0	1	0
[769]	-39-	0	0	0	1	0	1	0
[769]	-40-	2	0	0	3	0	1	0
[769]	-41-	1	0	0	2	0	1	0
[769]	-42-	1	0	0	2	0	1	0
[769]	-43-	4	0	0	5	0	1	0
[769]	-44-	1	0	0	2	0	1	0
[769]	-45-	0	0	0	1	0	1	0
[769]	-46-	1	0	0	2	0	1	0
[769]	-47-	0	0	0	1	0	1	0
[769]	-48-	0	0	0	1	0	1	0
[769]	-49-	0	0	0	1	0	1	0
[769]	-50-	1	0	0	2	0	1	0
[769]	-51-	0	0	0	1	0	1	0
[769]	-52-	2	0	0	3	0	1	0
[769]	-53-	2	0	0	3	0	1	0
[769]	-54-	3	0	0	4	0	1	0
[769]	-55-	2	0	0	3	0	1	0
[769]	-56-	0	0	0	1	0	1	0
[769]	-57-	0	0	0	1	0	1	0
[769]	-58-	0	0	0	1	0	1	0
[769]	-59-	0	0	0	1	0	1	0
[769]	-60-	0	0	0	1	0	1	0
[769]	-61-	1	0	0	2	0	1	0
[769]	-62-	0	0	0	1	0	1	0
[769]	-63-	1	0	0	2	0	1	0
[769]	-64-	1	0	0	2	0	1	0
[769]	-65-	0	0	0	1	0	1	0
[769]	-66-	1	0	0	2	0	1	0
[769]	-67-	1	0	0	2	0	1	0
[769]	-68-	2	0	0	3	0	1	0
[769]	-69-	1	0	0	2	0	1	0
[769]	-70-	1	0	0	2	0	1	0
[769]	-71-	0	0	0	1	0	1	0
[769]	-72-	0	0	0	1	0	1	0
[769]	-73-	0	0	0	1	0	1	0
[769]	-74-	0	0	0	1	0	1	0
[769]	-75-	1	0	0	2	0	1	0
[769]	-76-	0	0	0	1	0	1	0
[769]	-77-	2	0	0	3	0	1	0
[769]	-78-	1	0	0	2	0	1	0
[769]	-79-	0	0	0	1	0	1	0
[769]	-80-	0	0	0	1	0	1	0
[769]	-81-	2	0	0	3	0	1	0
[769]	-82-	0	0	0	1	0	1	0
[769]	-83-	1	0	0	2	0	1	0
[769]	-84-	0	0	0	1	0	1	0
[769]	-85-	2	0	0	3	0	1	0
[769]	-86-	0	0	0	1	0	1	0
[769]	-87-	0	0	0	1	0	1	0
[769]	-88-	1	0	0	2	0	1	0
[769]	-89-	0	0	0	1	0	1	0
[769]	-90-	0	0	0	1	0	1	0
[769]	-91-	0	0	0	1	0	1	0
[769]	-92-	2	0	0	3	0	1	0
[769]	-93-	0	0	0	1	0	1	0
[769]	-94-	0	0	0	1	0	1	0
[769]	-95-	0	0	0	1	0	1	0
[769]	-96-	9	0	0	10	0	1	0
[769]	-97-	0	0	0	1	0	1	0
[769]	-98-	0	0	0	1	0	1	0
[769]	-99-	0	0	0	1	0	1	0
[769]	-100-	1	0	0	2	0	1	0
[769]	-101-	0	0	0	1	0	1	0
[769]	-102-	1	0	0	2	0	1	0
[769]	-103-	1	0	0	2	0	1	0
[769]	-104-	0	0	0	1	0	1	0
[769]	-105-	0	0	0	1	0	1	0
[769]	-106-	0	0	0	1	0	1	0
[769]	-107-	2	0	0	3	0	1	0
