

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[310]	-0-	9	0	0	10	0	1	0
[310]	-1-	1	0	0	2	0	1	0
[765]	-0-	0	0	0	1	0	1	0
[183]	-0-	3	0	0	8	1	1	0
[880]	-0-	4	0	0	9	1	1	0
[980]	-0-	2	0	0	6	1	1	0
[980]	-1-	2	0	0	3	0	1	0
[980]	-2-	2	0	0	3	0	1	0
[980]	-3-	6	0	0	7	0	1	0
[980]	-4-	1	0	0	2	0	1	0
[980]	-5-	2	0	0	3	0	1	0
[980]	-6-	0	0	0	1	0	1	0
[980]	-7-	0	0	0	1	0	1	0
[761]	-0-	15	1	0	19	1	1	1
[761]	-1-	8	0	1	9	0	0	0
[574]	-0-	6	0	0	11	1	1	0
[1008]	-0-	2	0	0	3	0	1	0
[417]	-0-	3	0	0	8	1	1	0
[78]	-0-	10	0	0	15	1	1	1
[163]	-0-	10	0	0	15	1	1	1
[470]	-0-	7	0	1	10	1	0	1
[917]	-0-	1	0	0	2	0	1	1
[318]	-0-	41	0	0	60	5	1	0
[853]	-0-	15	0	0	22	2	1	0
[853]	-1-	0	0	0	1	0	1	0
[1031]	-0-	4	0	0	9	1	1	0
[1014]	-0-	0	0	0	1	0	1	0
[942]	-0-	7	1	1	11	1	0	2
[942]	-1-	29	0	0	30	0	1	0
[541]	-0-	1	0	0	2	0	1	1
[767]	-0-	5	0	0	10	1	1	0
[546]	-0-	2	0	0	3	0	1	1
[51]	-0-	8	0	0	13	1	1	0
[401]	-0-	4	0	0	5	0	1	0
[401]	-1-	0	0	0	1	0	1	0
[401]	-2-	2	0	0	3	0	1	0
[129]	-0-	13	0	1	16	1	0	0
[868]	-0-	1	0	0	2	0	1	1
[283]	-0-	6	0	0	11	1	1	0
[15]	-0-	0	0	0	1	0	1	0
[589]	-0-	2	0	0	3	0	1	0
[406]	-0-	1	0	0	2	0	1	1
[288]	-0-	3	0	0	8	1	1	0
[382]	-0-	4	0	0	9	1	1	1
[444]	-0-	6	0	0	11	1	1	1
[665]	-0-	10	0	0	15	1	1	0
[161]	-0-	18	0	0	23	1	1	0
[1050]	-0-	1	0	0	2	0	1	1
[981]	-0-	0	0	0	1	0	1	0
[981]	-1-	0	0	0	1	0	1	0
[431]	-0-	9	0	0	14	1	1	1
[575]	-0-	5	0	0	6	0	1	1
[575]	-1-	0	0	0	1	0	1	0
[575]	-2-	0	0	0	1	0	1	0
[116]	-0-	0	0	0	1	0	1	0
[116]	-1-	1	0	0	2	0	1	0
[562]	-0-	5	0	0	10	1	1	0
[940]	-0-	2	0	0	5	1	1	0
[940]	-1-	1	0	0	2	0	1	0
[473]	-0-	3	0	0	8	1	1	0
[208]	-0-	1	0	0	2	0	1	1
[719]	-0-	12	0	0	17	1	1	0
[463]	-0-	2	0	0	3	0	1	1
[745]	-0-	1	0	0	2	0	1	1
[460]	-0-	3	0	0	4	0	1	0
[733]	-0-	8	0	0	9	0	1	0
[733]	-1-	0	0	0	1	0	1	0
[733]	-2-	1	0	0	2	0	1	0
[733]	-3-	2	0	0	3	0	1	0
[483]	-0-	10	0	0	15	1	1	0
[416]	-0-	1	0	0	2	0	1	1
[349]	-0-	15	0	1	18	1	0	0
[126]	-0-	4	0	0	9	1	1	1
[9]	-0-	4	0	0	9	1	1	0
[502]	-0-	3	0	0	8	1	1	0
[236]	-0-	12	0	0	17	1	1	0
[1007]	-0-	13	0	0	18	1	1	0
[714]	-0-	4	0	0	9	1	1	0
[6]	-0-	4	0	0	9	1	1	0
[1096]	-0-	5	0	0	10	1	1	0
[377]	-0-	11	0	1	14	1	0	2
[202]	-0-	5	0	0	10	1	1	1
[879]	-0-	8	0	0	13	1	1	0
[25]	-0-	14	0	0	19	1	1	1
[408]	-0-	20	0	0	21	0	1	1
[408]	-1-	0	0	0	1	0	1	0
[408]	-2-	8	0	0	9	0	1	0
[356]	-0-	12	0	0	17	1	1	0
[399]	-0-	1	0	0	2	0	1	0
[873]	-0-	11	0	0	16	1	1	1
[666]	-0-	5	0	0	10	1	1	1
[1]	-0-	10	0	0	15	1	1	0
[389]	-0-	2	0	0	7	1	1	0
[336]	-0-	3	0	0	8	1	1	1
[137]	-0-	25	1	1	29	1	0	1
[137]	-1-	35	0	0	36	0	1	0
[857]	-0-	5	0	0	9	1	1	0
[244]	-0-	10	0	1	13	1	0	1
[167]	-0-	9	0	0	14	1	1	0
[544]	-0-	34	0	1	37	1	0	1
[266]	-0-	12	0	1	15	1	0	1
[185]	-0-	4	0	0	5	0	1	0
[946]	-0-	4	0	1	5	0	0	0
[426]	-0-	6	1	0	10	1	1	1
[426]	-1-	0	0	1	1	0	0	0
[794]	-0-	2	0	0	6	1	1	0
[471]	-0-	5	0	0	10	1	1	0
[778]	-0-	7	0	0	12	1	1	1
[845]	-0-	3	0	0	8	1	1	0
[123]	-0-	0	0	0	1	0	1	0
[376]	-0-	8	0	0	13	1	1	0
[286]	-0-	104	0	0	140	10	1	1
[438]	-0-	4	0	0	9	1	1	0
[67]	-0-	5	0	0	10	1	1	0
[1084]	-0-	24	0	0	29	1	1	0
[1084]	-1-	3	0	0	4	0	1	0
[1084]	-2-	2	0	0	3	0	1	0
[1084]	-3-	3	0	0	4	0	1	0
[1084]	-4-	2	0	0	3	0	1	0
[1084]	-5-	0	0	0	1	0	1	0
[1084]	-6-	1	0	0	2	0	1	0
[1084]	-7-	0	0	0	1	0	1	0
[173]	-0-	15	0	0	22	2	1	0
[521]	-0-	10	0	1	13	1	0	0
[1083]	-0-	7	0	0	12	1	1	0
[75]	-0-	15	1	0	19	1	1	1
[75]	-1-	2	0	1	3	0	0	0
[829]	-0-	12	0	0	13	0	1	0
[39]	-0-	0	0	0	1	0	1	0
[642]	-0-	13	1	1	17	1	0	1
[642]	-1-	25	0	0	26	0	1	0
[669]	-0-	3	0	0	7	1	1	0
[371]	-0-	7	0	0	12	1	1	0
[843]	-0-	1	0	0	2	0	1	0
[279]	-0-	3	0	0	4	0	1	0
[279]	-1-	2	0	0	3	0	1	0
[279]	-2-	2	0	0	3	0	1	0
[596]	-0-	8	0	0	13	1	1	0
[174]	-0-	6	0	0	11	1	1	0
[462]	-0-	1	0	0	2	0	1	1
[860]	-0-	6	0	0	11	1	1	0
[134]	-0-	5	0	1	8	1	0	0
[695]	-0-	6	0	0	10	1	1	0
[695]	-1-	1	0	0	2	0	1	0
[695]	-2-	2	0	0	3	0	1	0
[695]	-3-	4	0	0	5	0	1	0
[695]	-4-	2	0	0	3	0	1	0
[695]	-5-	1	0	0	2	0	1	0
[695]	-6-	1	0	0	2	0	1	0
[695]	-7-	0	0	0	1	0	1	0
[305]	-0-	20	0	0	28	2	1	2
[305]	-1-	0	0	0	1	0	1	0
[139]	-0-	3	0	0	6	1	1	0
[317]	-0-	3	0	0	7	1	1	0
[317]	-1-	1	0	0	2	0	1	0
[317]	-2-	4	0	0	5	0	1	0
[317]	-3-	1	0	0	2	0	1	0
[317]	-4-	0	0	0	1	0	1	0
[317]	-5-	1	0	0	2	0	1	0
[317]	-6-	2	0	0	3	0	1	0
[317]	-7-	4	0	0	5	0	1	0
[717]	-0-	4	0	0	9	1	1	1
[218]	-0-	10	0	0	15	1	1	1
[1076]	-0-	8	0	0	12	1	1	0
[982]	-0-	23	0	0	30	2	1	0
[59]	-0-	5	0	0	10	1	1	1
[257]	-0-	1	0	0	2	0	1	0
[861]	-0-	3	0	0	4	0	1	1
[969]	-0-	18	1	1	22	1	0	1
[969]	-1-	26	0	0	27	0	1	0
[650]	-0-	10	0	1	13	1	0	2
[1075]	-0-	1	0	0	2	0	1	0
[1029]	-0-	14	0	0	19	1	1	0
[77]	-0-	7	0	0	12	1	1	0
[1092]	-0-	7	0	0	12	1	1	1
[505]	-0-	9	0	0	14	1	1	1
[623]	-0-	5	0	0	10	1	1	0
[749]	-0-	19	0	0	24	1	1	0
[1097]	-0-	5	0	0	6	0	1	0
[1097]	-1-	3	0	0	4	0	1	0
[1097]	-2-	0	0	0	1	0	1	0
[73]	-0-	1	0	0	2	0	1	1
[400]	-0-	5	0	0	10	1	1	0
[216]	-0-	0	0	0	1	0	1	0
[928]	-0-	1	0	0	2	0	1	0
[472]	-0-	2	0	0	3	0	1	0
[472]	-1-	2	0	0	3	0	1	0
[472]	-2-	7	0	0	8	0	1	0
[762]	-0-	1	0	0	2	0	1	1
[17]	-0-	0	0	0	1	0	1	0
[369]	-0-	9	0	1	12	1	0	1
[854]	-0-	9	0	0	20	3	1	0
[365]	-0-	12	1	0	16	1	1	1
[365]	-1-	3	0	1	4	0	0	0
[104]	-0-	5	0	0	10	1	1	1
[1094]	-0-	9	0	0	14	1	1	1
[355]	-0-	9	0	0	14	1	1	0
[429]	-0-	3	0	0	4	0	1	0
[80]	-0-	22	0	0	33	3	1	0
[489]	-0-	1	0	0	2	0	1	0
[238]	-0-	18	0	1	21	1	0	2
[823]	-0-	11	1	1	15	1	0	0
[823]	-1-	5	0	0	6	0	1	0
[301]	-0-	1	0	0	2	0	1	1
[810]	-0-	1	0	0	2	0	1	1
[742]	-0-	5	0	0	6	0	1	0
[497]	-0-	7	0	0	12	1	1	0
[172]	-0-	5	0	0	10	1	1	1
[635]	-0-	7	0	0	12	1	1	1
[273]	-0-	4	0	0	9	1	1	0
[922]	-0-	5	0	0	10	1	1	0
[465]	-0-	6	0	0	7	0	1	1
[465]	-1-	0	0	0	1	0	1	0
[465]	-2-	2	0	0	3	0	1	0
[615]	-0-	7	0	0	12	1	1	1
[493]	-0-	13	0	1	16	1	0	0
[990]	-0-	5	0	0	10	1	1	0
[535]	-0-	7	0	0	12	1	1	1
[863]	-0-	0	0	0	1	0	1	0
[839]	-0-	0	0	0	1	0	1	0
[839]	-1-	4	0	0	5	0	1	0
[121]	-0-	1	0	0	2	0	1	1
[585]	-0-	11	0	0	12	0	1	0
[585]	-1-	2	0	0	3	0	1	0
[585]	-2-	4	0	0	5	0	1	0
[888]	-0-	1	0	0	2	0	1	0
[624]	-0-	1	0	0	2	0	1	1
[396]	-0-	19	1	1	23	1	0	1
[396]	-1-	2	0	0	3	0	1	0
[956]	-0-	2	0	0	3	0	1	1
[149]	-0-	0	0	0	1	0	1	0
[923]	-0-	5	0	0	9	1	1	0
[789]	-0-	52	0	0	55	1	1	0
[789]	-1-	1	0	0	2	0	1	0
[912]	-0-	8	0	0	13	1	1	1
[663]	-0-	8	0	0	9	0	1	0
[663]	-1-	5	0	0	6	0	1	0
[771]	-0-	2	0	0	3	0	1	0
[211]	-0-	6	0	0	11	1	1	1
[590]	-0-	14	0	0	19	1	1	0
[609]	-0-	1	0	0	2	0	1	0
[989]	-0-	0	0	0	1	0	1	0
[386]	-0-	1	0	0	2	0	1	1
[996]	-0-	6	0	0	11	1	1	0
[561]	-0-	29	1	1	33	1	0	0
[561]	-1-	9	0	0	10	0	1	0
[28]	-0-	5	0	0	10	1	1	1
[100]	-0-	3	0	0	4	0	1	0
[802]	-0-	6	0	0	7	0	1	0
[802]	-1-	0	0	0	1	0	1	0
[667]	-0-	12	0	0	17	1	1	0
[647]	-0-	22	0	0	30	2	1	0
[647]	-1-	2	0	0	3	0	1	0
[647]	-2-	12	0	0	13	0	1	0
[811]	-0-	18	0	0	23	1	1	0
[203]	-0-	21	0	0	22	0	1	0
[186]	-0-	5	0	0	10	1	1	0
[896]	-0-	7	0	1	10	1	0	0
[373]	-0-	3	0	0	4	0	1	1
[143]	-0-	4	0	0	7	1	1	0
[779]	-0-	9	0	1	12	1	0	1
[606]	-0-	4	0	0	9	1	1	0
[237]	-0-	1	0	0	2	0	1	1
[133]	-0-	1	0	0	2	0	1	0
[530]	-0-	12	0	0	19	2	1	1
[1053]	-0-	1	0	0	2	0	1	0
[648]	-0-	1	0	0	2	0	1	0
[324]	-0-	12	0	1	15	1	0	2
[510]	-0-	0	0	0	1	0	1	0
[278]	-0-	1	0	0	2	0	1	0
[82]	-0-	18	1	1	22	1	0	1
[82]	-1-	4	0	0	5	0	1	0
[206]	-0-	0	0	0	1	0	1	0
[210]	-0-	3	0	0	8	1	1	0
[841]	-0-	1	0	0	2	0	1	0
[841]	-1-	2	0	0	3	0	1	0
[841]	-2-	0	0	0	1	0	1	0
[841]	-3-	1	0	0	2	0	1	0
[40]	-0-	5	0	0	9	1	1	0
[40]	-1-	12	0	0	13	0	1	0
[40]	-2-	3	0	0	4	0	1	0
[148]	-0-	6	0	0	7	0	1	0
[148]	-1-	12	0	0	13	0	1	0
[148]	-2-	2	0	0	3	0	1	0
[150]	-0-	1	0	0	2	0	1	0
[755]	-0-	6	0	0	7	0	1	0
[11]	-0-	7	0	0	12	1	1	0
[600]	-0-	11	0	1	14	1	0	2
[27]	-0-	8	0	0	13	1	1	0
[621]	-0-	6	0	0	11	1	1	0
[727]	-0-	10	0	0	15	1	1	0
[552]	-0-	9	0	1	12	1	0	0
[388]	-0-	2	0	0	3	0	1	0
[1044]	-0-	0	0	0	1	0	1	0
[1044]	-1-	0	0	0	1	0	1	0
[275]	-0-	3	0	0	8	1	1	1
[415]	-0-	4	0	0	8	1	1	0
[704]	-0-	90	1	0	94	1	1	1
[704]	-1-	0	0	1	1	0	0	0
[128]	-0-	5	0	0	9	1	1	0
[128]	-1-	3	0	0	4	0	1	0
[128]	-2-	2	0	0	3	0	1	0
[128]	-3-	1	0	0	2	0	1	0
[128]	-4-	0	0	0	1	0	1	0
[128]	-5-	4	0	0	5	0	1	0
[128]	-6-	2	0	0	3	0	1	0
[128]	-7-	0	0	0	1	0	1	0
[113]	-0-	46	0	0	60	4	1	0
[948]	-0-	6	0	1	9	1	0	1
[372]	-0-	13	0	0	22	3	1	0
[20]	-0-	19	0	0	24	1	1	0
[325]	-0-	7	0	0	12	1	1	1
[1038]	-0-	7	0	0	12	1	1	0
[64]	-0-	6	0	0	11	1	1	0
[270]	-0-	6	0	0	11	1	1	0
[710]	-0-	1	0	0	2	0	1	1
[191]	-0-	3	0	0	8	1	1	0
[803]	-0-	8	0	0	9	0	1	0
[582]	-0-	11	0	0	16	1	1	0
[1086]	-0-	2	0	0	3	0	1	1
[225]	-0-	6	0	0	11	1	1	0
[690]	-0-	6	0	0	11	1	1	0
[741]	-0-	2	0	0	6	1	1	0
[750]	-0-	14	0	0	19	1	1	0
[300]	-0-	11	0	1	14	1	0	0
[949]	-0-	1	0	0	2	0	1	0
[646]	-0-	0	0	0	1	0	1	0
[627]	-0-	2	0	0	7	1	1	0
[89]	-0-	3	0	0	4	0	1	0
[804]	-0-	9	0	0	14	1	1	0
[522]	-0-	5	0	0	10	1	1	0
[881]	-0-	11	0	0	19	2	1	0
[179]	-0-	1	0	0	5	1	1	0
[179]	-1-	2	0	0	3	0	1	0
[179]	-2-	3	0	0	4	0	1	0
[179]	-3-	3	0	0	4	0	1	0
[179]	-4-	4	0	0	5	0	1	0
[179]	-5-	5	0	0	6	0	1	0
[179]	-6-	3	0	0	4	0	1	0
[179]	-7-	0	0	0	1	0	1	0
[612]	-0-	10	0	0	15	1	1	0
[291]	-0-	11	0	1	14	1	0	0
[578]	-0-	12	0	0	17	1	1	0
[88]	-0-	0	0	0	1	0	1	0
[1032]	-0-	1	0	0	2	0	1	0
[886]	-0-	6	0	0	11	1	1	0
[812]	-0-	13	0	0	18	1	1	0
[796]	-0-	3	0	0	8	1	1	0
[500]	-0-	16	1	0	20	1	1	0
[500]	-1-	1	0	1	2	0	0	0
[849]	-0-	0	0	0	1	0	1	0
[529]	-0-	4	0	0	9	1	1	0
[1046]	-0-	0	0	0	1	0	1	0
[281]	-0-	0	0	0	1	0	1	0
[281]	-1-	0	0	0	1	0	1	0
[162]	-0-	3	0	0	4	0	1	0
[754]	-0-	1	0	0	2	0	1	0
[850]	-0-	7	0	0	12	1	1	1
[911]	-0-	0	0	0	1	0	1	0
[651]	-0-	14	0	0	19	1	1	0
[41]	-0-	7	0	0	12	1	1	0
[245]	-0-	12	0	0	19	2	1	0
[793]	-0-	18	0	0	25	2	1	0
[793]	-1-	4	0	0	5	0	1	0
[793]	-2-	0	0	0	1	0	1	0
[793]	-3-	0	0	0	1	0	1	0
[793]	-4-	1	0	0	2	0	1	0
[793]	-5-	2	0	0	3	0	1	0
[793]	-6-	2	0	0	3	0	1	0
[793]	-7-	1	0	0	2	0	1	0
[959]	-0-	4	0	0	9	1	1	0
[95]	-0-	8	0	0	13	1	1	0
[832]	-0-	5	0	0	10	1	1	0
[395]	-0-	7	0	0	12	1	1	0
[45]	-0-	5	0	1	8	1	0	0
[607]	-0-	17	0	0	22	1	1	0
[555]	-0-	8	1	1	12	1	0	0
[555]	-1-	7	0	0	8	0	1	0
[559]	-0-	1	0	0	2	0	1	0
[559]	-1-	0	0	0	1	0	1	0
[559]	-2-	2	0	0	3	0	1	0
[468]	-0-	21	0	1	24	1	0	0
[986]	-0-	0	0	0	1	0	1	0
[452]	-0-	1	0	0	2	0	1	0
[965]	-0-	6	0	0	11	1	1	1
[636]	-0-	4	0	0	9	1	1	1
[267]	-0-	10	0	1	13	1	0	0
[1003]	-0-	8	0	0	13	1	1	0
[293]	-0-	7	0	0	12	1	1	0
[817]	-0-	8	0	0	13	1	1	0
[883]	-0-	4	0	0	8	1	1	0
[660]	-0-	4	0	0	9	1	1	0
[907]	-0-	1	0	0	2	0	1	1
[795]	-0-	1	0	0	2	0	1	0
[436]	-0-	1	0	0	2	0	1	0
[241]	-0-	16	1	0	20	1	1	0
[241]	-1-	3	0	1	4	0	0	0
[866]	-0-	12	0	0	19	2	1	0
[972]	-0-	0	0	0	1	0	1	0
[708]	-0-	4	0	0	9	1	1	0
[254]	-0-	10	0	1	13	1	0	0
[494]	-0-	8	1	0	12	1	1	1
[494]	-1-	2	0	1	3	0	0	0
[176]	-0-	25	1	0	29	1	1	0
[176]	-1-	13	0	1	14	0	0	0
[548]	-0-	4	0	0	9	1	1	1
[691]	-0-	3	0	0	8	1	1	0
[997]	-0-	7	0	0	12	1	1	0
[1006]	-0-	9	0	0	14	1	1	0
[824]	-0-	16	0	0	21	1	1	0
[155]	-0-	7	0	1	10	1	0	0
[52]	-0-	3	0	0	8	1	1	0
[828]	-0-	3	0	0	8	1	1	0
[816]	-0-	8	0	0	13	1	1	1
[970]	-0-	6	0	0	11	1	1	0
[693]	-0-	5	0	0	10	1	1	0
[517]	-0-	3	0	0	8	1	1	0
[1015]	-0-	4	0	1	7	1	0	0
[71]	-0-	14	0	1	17	1	0	1
[968]	-0-	2	0	0	3	0	1	1
[968]	-1-	0	0	0	1	0	1	0
[432]	-0-	2	0	0	3	0	1	0
[432]	-1-	2	0	0	3	0	1	0
[432]	-2-	6	0	0	7	0	1	0
[894]	-0-	23	0	1	26	1	0	1
[439]	-0-	4	1	1	8	1	0	0
[439]	-1-	11	0	0	12	0	1	0
[657]	-0-	17	0	0	26	2	1	0
[221]	-0-	10	0	0	15	1	1	0
[488]	-0-	5	0	0	12	2	1	0
[588]	-0-	7	0	0	12	1	1	1
[119]	-0-	9	0	0	14	1	1	1
[1052]	-0-	9	1	1	13	1	0	0
[1052]	-1-	1	0	0	2	0	1	0
[229]	-0-	5	0	1	8	1	0	0
[199]	-0-	1	0	0	2	0	1	0
[751]	-0-	10	0	0	11	0	1	0
[751]	-1-	0	0	0	1	0	1	0
[1095]	-0-	9	0	1	12	1	0	1
[1035]	-0-	5	0	0	10	1	1	0
[246]	-0-	8	0	0	12	1	1	0
[91]	-0-	8	0	0	13	1	1	0
[902]	-0-	23	1	0	27	1	1	0
[902]	-1-	6	0	1	7	0	0	0
[593]	-0-	17	1	0	21	1	1	0
[593]	-1-	0	0	1	1	0	0	0
[154]	-0-	6	0	0	11	1	1	0
[1074]	-0-	2	0	0	3	0	1	1
[357]	-0-	11	0	0	12	0	1	0
[357]	-1-	7	0	0	8	0	1	0
[357]	-2-	0	0	0	1	0	1	0
[1078]	-0-	12	0	1	15	1	0	0
[340]	-0-	0	0	0	1	0	1	0
[340]	-1-	4	0	0	5	0	1	0
[228]	-0-	9	0	0	14	1	1	0
[228]	-1-	10	0	0	11	0	1	0
[228]	-2-	2	0	0	3	0	1	0
[783]	-0-	4	0	0	9	1	1	0
[718]	-0-	7	1	0	11	1	1	1
[718]	-1-	2	0	1	3	0	0	0
[413]	-0-	1	0	0	2	0	1	0
[1081]	-0-	1	0	0	6	1	1	0
[390]	-0-	2	0	0	7	1	1	0
[184]	-0-	6	0	0	11	1	1	0
[184]	-1-	1	0	0	2	0	1	0
[836]	-0-	3	0	0	8	1	1	0
[542]	-0-	12	0	1	15	1	0	0
[807]	-0-	1	0	0	2	0	1	0
[306]	-0-	12	0	0	19	2	1	0
[153]	-0-	0	0	0	1	0	1	0
[381]	-0-	3	0	0	8	1	1	0
[262]	-0-	5	0	0	10	1	1	0
[731]	-0-	9	0	1	12	1	0	0
[743]	-0-	11	0	1	14	1	0	0
[170]	-0-	4	0	0	5	0	1	0
[867]	-0-	13	0	0	20	2	1	0
[212]	-0-	2	0	0	7	1	1	0
[698]	-0-	0	0	0	1	0	1	0
[698]	-1-	1	0	0	2	0	1	0
[564]	-0-	2	0	0	7	1	1	0
[159]	-0-	22	1	0	26	1	1	0
[159]	-1-	5	0	1	6	0	0	0
[572]	-0-	5	0	0	8	1	1	0
[572]	-1-	3	0	0	4	0	1	0
[572]	-2-	0	0	0	1	0	1	0
[261]	-0-	13	0	0	14	0	1	0
[261]	-1-	1	0	0	2	0	1	0
[261]	-2-	1	0	0	2	0	1	0
[21]	-0-	0	0	0	1	0	1	0
[847]	-0-	2	0	0	3	0	1	0
[847]	-1-	1	0	0	2	0	1	0
[847]	-2-	2	0	0	3	0	1	0
[847]	-3-	0	0	0	1	0	1	0
[227]	-0-	10	0	0	19	2	1	0
[227]	-1-	0	0	0	1	0	1	0
[227]	-2-	6	0	0	7	0	1	0
[916]	-0-	10	0	0	11	0	1	0
[916]	-1-	2	0	0	3	0	1	0
[232]	-0-	3	0	0	7	1	1	0
[966]	-0-	0	0	0	1	0	1	0
[800]	-0-	5	0	0	6	0	1	0
[22]	-0-	7	0	0	12	1	1	0
[464]	-0-	0	0	0	1	0	1	0
[442]	-0-	5	0	0	10	1	1	0
[723]	-0-	6	0	0	11	1	1	0
[346]	-0-	4	0	0	5	0	1	0
[557]	-0-	4	0	0	9	1	1	0
[351]	-0-	1	0	0	2	0	1	0
[351]	-1-	1	0	0	2	0	1	0
[351]	-2-	2	0	0	3	0	1	0
[1067]	-0-	5	0	0	10	1	1	0
[1039]	-0-	8	0	0	13	1	1	0
[672]	-0-	13	0	0	21	2	1	0
[672]	-1-	4	0	0	5	0	1	0
[672]	-2-	7	0	0	8	0	1	0
[255]	-0-	1	0	0	2	0	1	0
[379]	-0-	4	0	0	9	1	1	0
[243]	-0-	13	0	1	16	1	0	0
[908]	-0-	0	0	0	1	0	1	0
[328]	-0-	0	0	0	1	0	1	0
[495]	-0-	18	1	1	22	1	0	0
[495]	-1-	5	0	0	6	0	1	0
[659]	-0-	8	0	0	16	2	1	0
[769]	-0-	4	0	0	5	0	1	0
[769]	-1-	1	0	0	2	0	1	0
[769]	-2-	1	0	0	2	0	1	0
[769]	-3-	1	0	0	2	0	1	0
[769]	-4-	1	0	0	2	0	1	0
[769]	-5-	3	0	0	4	0	1	0
[769]	-6-	2	0	0	3	0	1	0
[769]	-7-	4	0	0	5	0	1	0
[769]	-8-	1	0	0	2	0	1	0
[769]	-9-	0	0	0	1	0	1	0
[769]	-10-	0	0	0	1	0	1	0
[769]	-11-	0	0	0	1	0	1	0
[769]	-12-	0	0	0	1	0	1	0
[769]	-13-	1	0	0	2	0	1	0
[769]	-14-	0	0	0	1	0	1	0
[769]	-15-	0	0	0	1	0	1	0
[769]	-16-	2	0	0	3	0	1	0
[769]	-17-	0	0	0	1	0	1	0
[769]	-18-	0	0	0	1	0	1	0
[769]	-19-	0	0	0	1	0	1	0
[769]	-20-	3	0	0	4	0	1	0
[769]	-21-	0	0	0	1	0	1	0
[769]	-22-	5	0	0	6	0	1	0
[769]	-23-	1	0	0	2	0	1	0
[769]	-24-	0	0	0	1	0	1	0
[769]	-25-	2	0	0	3	0	1	0
[769]	-26-	2	0	0	3	0	1	0
[769]	-27-	2	0	0	3	0	1	0
[769]	-28-	1	0	0	2	0	1	0
[769]	-29-	0	0	0	1	0	1	0
[769]	-30-	0	0	0	1	0	1	0
[769]	-31-	6	0	0	7	0	1	0
[769]	-32-	2	0	0	3	0	1	0
[769]	-33-	0	0	0	1	0	1	0
[769]	-34-	0	0	0	1	0	1	0
[769]	-35-	0	0	0	1	0	1	0
[769]	-36-	1	0	0	2	0	1	0
[769]	-37-	2	0	0	3	0	1	0
[769]	-38-	0	0	0	1	0	1	0
[769]	-39-	0	0	0	1	0	1	0
[769]	-40-	0	0	0	1	0	1	0
[769]	-41-	0	0	0	1	0	1	0
[769]	-42-	1	0	0	2	0	1	0
[769]	-43-	1	0	0	2	0	1	0
[769]	-44-	0	0	0	1	0	1	0
[769]	-45-	0	0	0	1	0	1	0
[769]	-46-	0	0	0	1	0	1	0
[769]	-47-	0	0	0	1	0	1	0
[769]	-48-	0	0	0	1	0	1	0
[769]	-49-	0	0	0	1	0	1	0
[769]	-50-	0	0	0	1	0	1	0
[769]	-51-	1	0	0	2	0	1	0
[769]	-52-	0	0	0	1	0	1	0
[769]	-53-	0	0	0	1	0	1	0
[769]	-54-	0	0	0	1	0	1	0
[769]	-55-	1	0	0	2	0	1	0
[769]	-56-	2	0	0	3	0	1	0
[769]	-57-	0	0	0	1	0	1	0
[769]	-58-	0	0	0	1	0	1	0
[769]	-59-	0	0	0	1	0	1	0
[769]	-60-	0	0	0	1	0	1	0
[769]	-61-	1	0	0	2	0	1	0
[769]	-62-	0	0	0	1	0	1	0
[769]	-63-	0	0	0	1	0	1	0
[769]	-64-	2	0	0	3	0	1	0
[769]	-65-	0	0	0	1	0	1	0
[769]	-66-	0	0	0	1	0	1	0
[769]	-67-	1	0	0	2	0	1	0
[769]	-68-	0	0	0	1	0	1	0
[769]	-69-	0	0	0	1	0	1	0
[769]	-70-	0	0	0	1	0	1	0
[769]	-71-	0	0	0	1	0	1	0
[769]	-72-	3	0	0	4	0	1	0
[769]	-73-	0	0	0	1	0	1	0
[769]	-74-	0	0	0	1	0	1	0
[769]	-75-	0	0	0	1	0	1	0
[769]	-76-	4	0	0	5	0	1	0
[769]	-77-	0	0	0	1	0	1	0
[769]	-78-	2	0	0	3	0	1	0
[769]	-79-	0	0	0	1	0	1	0
[769]	-80-	0	0	0	1	0	1	0
[769]	-81-	0	0	0	1	0	1	0
[769]	-82-	0	0	0	1	0	1	0
[769]	-83-	0	0	0	1	0	1	0
[769]	-84-	0	0	0	1	0	1	0
[769]	-85-	0	0	0	1	0	1	0
[769]	-86-	0	0	0	1	0	1	0
[769]	-87-	0	0	0	1	0	1	0
[769]	-88-	2	0	0	3	0	1	0
[769]	-89-	0	0	0	1	0	1	0
[769]	-90-	0	0	0	1	0	1	0
[769]	-91-	0	0	0	1	0	1	0
[769]	-92-	1	0	0	2	0	1	0
[769]	-93-	2	0	0	3	0	1	0
[769]	-94-	2	0	0	3	0	1	0
[769]	-95-	0	0	0	1	0	1	0
[769]	-96-	1	0	0	2	0	1	0
[769]	-97-	3	0	0	4	0	1	0
[769]	-98-	1	0	0	2	0	1	0
[769]	-99-	1	0	0	2	0	1	0
[769]	-100-	0	0	0	1	0	1	0
[769]	-101-	0	0	0	1	0	1	0
[769]	-102-	0	0	0	1	0	1	0
[769]	-103-	1	0	0	2	0	1	0
[769]	-104-	0	0	0	1	0	1	0
[769]	-105-	0	0	0	1	0	1	0
[769]	-106-	1	0	0	2	0	1	0
[769]	-107-	0	0	0	1	0	1	0
